date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3,size_1,size_2
1996297,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996298,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996299,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996300,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996301,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996302,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996303,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996304,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996305,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996306,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996307,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996308,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996309,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996310,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996311,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
