date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,size_1,size_2
1995065,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995066,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995067,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995068,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995069,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995070,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995071,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995072,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995073,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995074,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995075,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995076,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995077,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995078,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995079,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995080,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995081,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995082,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995083,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995084,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995085,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995086,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995087,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995088,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995089,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995090,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995091,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995092,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995093,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995094,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995095,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995096,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995097,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995098,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995099,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995100,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995101,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995102,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995103,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995104,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995105,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995106,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995107,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995108,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995109,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995110,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995111,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995112,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995113,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995114,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995115,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995116,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995117,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995118,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995119,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995120,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995121,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995122,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995123,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995124,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995125,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995126,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995127,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995128,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995129,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995130,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995131,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995132,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995133,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995134,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995135,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995136,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995137,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995138,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995139,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995140,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995141,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995142,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995143,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995144,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995145,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995146,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995147,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995148,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995149,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995150,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995151,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995152,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995153,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995154,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995155,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995156,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995157,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995158,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995159,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995160,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995161,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995162,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995163,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995164,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995165,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995166,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995167,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995168,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995169,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995170,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995171,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995172,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995173,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995174,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995175,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995176,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995177,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995178,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995179,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995180,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995181,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995182,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995183,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995184,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995185,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995186,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995187,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995188,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995189,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995190,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995191,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995192,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995193,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995194,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995195,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995196,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995197,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995198,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995199,-65.7919,87.785,1,0,0,0,0,0,0,0,0
