date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,qscat_1,qscat_2,qscat_3,size_1,size_2
1999122,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999123,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999124,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999125,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999126,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999127,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999128,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999129,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999130,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999131,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999132,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999133,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999134,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999135,-75.238,-44.5198,1,0,0,0,0,0,0,0,0
1999136,-75.2114,-44.427,1,0,0,0,0,0,0,0,0
1999137,-75.1583,-44.2413,1,0,0,0,0,0,0,0,0
1999138,-75.1052,-44.0556,1,0,0,0,0,0,0,0,0
1999139,-75.0644,-43.9646,1,0,0,0,0,0,0,0,0
1999140,-75.0361,-43.9682,1,0,0,0,0,0,0,0,0
1999141,-75.0078,-43.9719,1,0,0,0,0,0,0,0,0
1999142,-74.9936,-43.9737,1,0,0,0,0,0,0,0,0
1999143,-74.9936,-43.9737,1,0,0,0,0,0,0,0,0
1999144,-74.9936,-43.9737,1,0,0,0,0,0,0,0,0
1999145,-75.0384,-44.1736,1,0,0,0,0,0,0,0,0
1999146,-75.1282,-44.5734,1,0,0,0,0,0,0,0,0
1999147,-75.2178,-44.9732,1,0,0,0,0,0,0,0,0
1999148,-75.2627,-45.1731,1,0,0,0,0,0,0,0,0
1999149,-75.2627,-45.1731,1,0,0,0,0,0,0,0,0
1999150,-75.2627,-45.1731,1,-75.3,-45.4,1,0,0,0,17,9
1999151,-75.2627,-45.1731,1,0,0,0,0,0,0,0,0
1999152,-75.2627,-45.1731,1,0,0,0,0,0,0,0,0
1999153,-75.2627,-45.1731,1,0,0,0,0,0,0,0,0
1999154,-75.218,-45.2126,1,0,0,0,0,0,0,0,0
1999155,-75.1285,-45.2916,1,0,0,0,0,0,0,0,0
1999156,-75.039,-45.3706,1,0,0,0,0,0,0,0,0
1999157,-74.9943,-45.4101,1,0,0,0,0,0,0,0,0
1999158,-74.9943,-45.4101,1,0,0,0,0,0,0,0,0
1999159,-74.9943,-45.4101,1,0,0,0,0,0,0,0,0
1999160,-75.022,-45.4902,1,0,0,0,0,0,0,0,0
1999161,-75.0774,-45.6504,1,0,0,0,0,0,0,0,0
1999162,-75.1329,-45.8106,1,0,0,0,0,0,0,0,0
1999163,-75.2019,-45.9832,1,0,0,0,0,0,0,0,0
1999164,-75.2844,-46.1682,1,0,0,0,0,0,0,0,0
1999165,-75.3668,-46.3532,1,0,0,0,0,0,0,0,0
1999166,-75.4307,-46.5821,1,0,0,0,0,0,0,0,0
1999167,-75.476,-46.855,1,0,0,0,0,0,0,0,0
1999168,-75.5213,-47.1278,1,0,0,0,0,0,0,0,0
1999169,-75.5437,-47.3737,1,0,0,0,0,0,0,0,0
1999170,-75.5434,-47.5928,1,0,0,0,0,0,0,0,0
1999171,-75.543,-47.8118,1,-75.5,-47.9,1,0,0,0,17,9
1999172,-75.5379,-47.9195,1,-75.4968,-48.0175,0,0,0,0,0,0
1999173,-75.5282,-47.9158,1,-75.4879,-48.1481,0,0,0,0,0,0
1999174,-75.5186,-47.9121,1,-75.4746,-48.2805,0,0,0,0,0,0
1999175,-75.4989,-47.9359,1,-75.458,-48.4032,0,0,0,0,0,0
1999176,-75.4694,-47.9872,1,-75.4393,-48.505,0,0,0,0,0,0
1999177,-75.4399,-48.0385,1,-75.4195,-48.5743,0,0,0,0,0,0
1999178,-75.3922,-48.1088,1,-75.4,-48.6,1,0,0,0,17,9
1999179,-75.3264,-48.1981,1,-75.3794,-48.5741,0,0,0,0,0,0
1999180,-75.2607,-48.2874,1,-75.3559,-48.5067,0,0,0,0,0,0
1999181,-75.1852,-48.3037,1,-75.3296,-48.4137,0,0,0,0,0,0
1999182,-75.0999,-48.247,1,-75.3007,-48.3108,0,0,0,0,0,0
1999183,-75.0146,-48.1903,1,-75.2694,-48.2137,0,0,0,0,0,0
1999184,-74.9453,-48.1151,1,-75.2357,-48.1382,0,0,0,0,0,0
1999185,-74.8919,-48.0213,1,-75.2,-48.1,1,0,0,0,17,9
1999186,-74.8386,-47.9276,1,0,0,0,0,0,0,0,0
1999187,-74.8153,-47.9138,1,0,0,0,0,0,0,0,0
1999188,-74.822,-47.9799,1,0,0,0,0,0,0,0,0
1999189,-74.8287,-48.046,1,0,0,0,0,0,0,0,0
1999190,-74.792,-48.1115,1,0,0,0,0,0,0,0,0
1999191,-74.7118,-48.1765,1,0,0,0,0,0,0,0,0
1999192,-74.6317,-48.2416,1,0,0,0,0,0,0,0,0
1999193,-74.5916,-48.2741,1,0,0,0,0,0,0,0,0
1999194,-74.5916,-48.2741,1,0,0,0,0,0,0,0,0
1999195,-74.5916,-48.2741,1,0,0,0,0,0,0,0,0
1999196,-74.582,-48.2895,1,0,0,0,0,0,0,0,0
1999197,-74.5629,-48.3203,1,0,0,0,0,0,0,0,0
1999198,-74.5438,-48.3512,1,0,0,0,0,0,0,0,0
1999199,-74.5161,-48.376,1,-74.4,-48,1,0,0,0,17,9
1999200,-74.4797,-48.3948,1,0,0,0,0,0,0,0,0
1999201,-74.4434,-48.4137,1,0,0,0,0,0,0,0,0
1999202,-74.3941,-48.3586,1,0,0,0,-74.3037,-47.8029,1,0,0
1999203,-74.3317,-48.2296,1,0,0,0,-74.2467,-47.7926,1,0,0
1999204,-74.2694,-48.1007,1,0,0,0,-74.2168,-47.8922,1,0,0
1999205,-74.2382,-48.0362,1,0,0,0,-74.2168,-47.8922,1,0,0
1999206,-74.2382,-48.0362,1,0,0,0,-74.2438,-48.0023,1,0,0
1999207,-74.2382,-48.0362,1,0,0,0,-74.2168,-47.8922,1,0,0
1999208,-74.2633,-48.0553,1,0,0,0,-74.2168,-47.8922,1,0,0
1999209,-74.3136,-48.0936,1,0,0,0,-74.2738,-47.9028,1,0,0
1999210,-74.3638,-48.1318,1,0,0,0,-74.3307,-47.9135,1,0,0
1999211,-74.4278,-48.1813,1,0,0,0,-74.4447,-47.9351,1,0,0
1999212,-74.5057,-48.2422,1,0,0,0,-74.5287,-48.0583,1,0,0
1999213,-74.5836,-48.3031,1,0,0,0,-74.6127,-48.1829,1,0,0
1999214,-74.6495,-48.3532,1,0,0,0,-74.7267,-48.207,1,0,0
1999215,-74.7036,-48.3927,1,0,0,0,-74.8106,-48.334,1,0,0
1999216,-74.7576,-48.4321,1,0,0,0,-74.8106,-48.334,1,0,0
1999217,-74.7838,-48.4879,1,0,0,0,-74.8106,-48.334,1,0,0
1999218,-74.7822,-48.5602,1,0,0,0,-74.7234,-48.4233,1,0,0
1999219,-74.7806,-48.6324,1,0,0,0,-74.6932,-48.5247,1,0,0
1999220,-74.741,-48.6949,1,-74.4,-48.6,1,-74.6629,-48.6258,1,17,9
1999221,-74.6633,-48.7478,1,-74.4,-48.5834,0,-74.6326,-48.7264,1,0,0
1999222,-74.5856,-48.8007,1,-74.4,-48.5405,0,-74.5489,-48.5987,1,0,0
1999223,-74.5254,-48.8304,1,-74.4,-48.4819,0,-74.4652,-48.4724,1,0,0
1999224,-74.4825,-48.8371,1,-74.4,-48.4181,0,-74.3815,-48.3474,1,0,0
1999225,-74.4395,-48.8438,1,-74.4,-48.3595,0,-74.3245,-48.3351,1,0,0
1999226,-74.4081,-48.8132,1,-74.4,-48.3166,0,-74.3245,-48.3351,1,0,0
1999227,-74.3881,-48.7454,1,-74.4,-48.3,1,-74.2977,-48.2238,1,17,9
1999228,-74.3682,-48.6776,1,0,0,0,-74.2977,-48.2238,1,0,0
1999229,-74.3582,-48.6437,1,0,0,0,-74.2977,-48.2238,1,0,0
1999230,-74.3582,-48.6437,1,0,0,0,-74.2407,-48.212,1,0,0
1999231,-74.3582,-48.6437,1,0,0,0,-74.3245,-48.3351,1,0,0
1999232,-74.3273,-48.628,1,0,0,0,-74.1837,-48.2002,1,0,0
1999233,-74.2656,-48.5965,1,0,0,0,-74.1299,-47.9805,1,0,0
1999234,-74.2039,-48.565,1,0,0,0,-74.0999,-48.079,1,0,0
1999235,-74.173,-48.5493,1,0,0,0,-74.0729,-47.9697,1,0,0
